ANO,MES,NSAP,CONTA,DATA,CFOP,NOTA FISCAL,COD PRODUTO,DESCRIÇÃO PRODUTO,Sum_VOLUME FULL,Sum_VALOR FULL,Sum_VOLUME CONG,Sum_VALOR CONG,Sum_DIFERENÇA VOL,Sum_DIF. VALOR R$,Sum_FULL - PREÇO USD,Sum_CONG - PREÇO USD,Sum_DIF. PREÇOS USD,flag_nfc,Right_flag_nfc,FILIAL FULL,FILIAL CONG,filialdescricao,municipiodescricao,vendedordescricao,gerentedescricao,clientedescricao,data_carga,assunto_principal
2023,jan,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-01-19,1202,50388.0,42161,POLYTRIN 4X5 L BRA,-500.0,-55000.0,0.0,0.0,-500.0,55000.0,-3790.0,0.0,-3790.0,,,154|2000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,abr,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-04-24,6102,27530.0,56500,REVUS OPTI 4X5 L BRA,500.0,31120.0,0.0,0.0,500.0,31120.0,6535.0,0.0,6535.0,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,mai,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-05-05,6102,27658.0,39709,BION 500 WG 12X1 KG BRA,15.0,60000.0,0.0,0.0,15.0,60000.0,6675.3,0.0,6675.3,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,mai,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-05-18,6102,27774.0,56500,REVUS OPTI 4X5 L BRA,500.0,36476.63,0.0,0.0,500.0,36476.63,6535.0,0.0,6535.0,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,mai,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-05-23,5102,27823.0,75608,ELESTAL NEO 4X5 KG BRA,20.0,12357.0,0.0,0.0,20.0,12357.0,1887.4,0.0,1887.4,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,mai,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-05-24,2202,37314.0,56500,REVUS OPTI 4X5 L BRA,-500.0,-31120.0,0.0,0.0,-500.0,31120.0,-6535.0,0.0,-6535.0,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-06,5102,27912.0,75608,ELESTAL NEO 4X5 KG BRA,20.0,14480.0,0.0,0.0,20.0,14480.0,1887.4,0.0,1887.4,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-06,5102,27916.0,75608,ELESTAL NEO 4X5 KG BRA,60.0,41040.0,0.0,0.0,60.0,41040.0,5662.2,0.0,5662.2,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-12,5102,27950.0,75608,ELESTAL NEO 4X5 KG BRA,30.0,20493.3,0.0,0.0,30.0,20493.3,2831.1,0.0,2831.1,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-13,5102,27964.0,75608,ELESTAL NEO 4X5 KG BRA,10.0,6178.5,0.0,0.0,10.0,6178.5,943.7,0.0,943.7,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-13,5102,27980.0,75608,ELESTAL NEO 4X5 KG BRA,20.0,12519.8,0.0,0.0,20.0,12519.8,1887.4,0.0,1887.4,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-15,5102,28006.0,75608,ELESTAL NEO 4X5 KG BRA,10.0,6831.1,0.0,0.0,10.0,6831.1,943.7,0.0,943.7,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,jun,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-06-24,5102,28075.0,75608,ELESTAL NEO 4X5 KG BRA,10.0,6840.0,0.0,0.0,10.0,6840.0,943.7,0.0,943.7,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2023,dez,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2023-12-26,5102,29558.0,75608,ELESTAL NEO 4X5 KG BRA,20.0,12519.8,0.0,0.0,20.0,12519.8,1887.4,0.0,1887.4,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2024,jan,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2024-01-05,5102,29699.0,75608,ELESTAL NEO 4X5 KG BRA,100.0,52315.0,0.0,0.0,100.0,52315.0,9437.0,0.0,9437.0,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2024,jan,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2024-01-05,5102,29704.0,75608,ELESTAL NEO 4X5 KG BRA,80.0,50077.6,0.0,0.0,80.0,50077.6,7549.6,0.0,7549.6,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
2024,jan,10434372,CAMPO VERDE COM AGRIC E REPRES LTDA,2024-01-16,5102,29839.0,75608,ELESTAL NEO 4X5 KG BRA,170.0,106414.9,0.0,0.0,170.0,106414.9,16042.9,0.0,16042.9,,,154|1000,,,,,,,2024-06-27,Reprocessamentos de Canais
